target,kind,match_kind,source_file,source_path,source_kind,feature,a,c,l1_error,values,predicted
free_sum,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,role_pair_summaries/1/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}","{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}"
free_sum,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/1/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}","{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}"
free_sum,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/1/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}","{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}"
free_sum,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/1/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}","{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}"
free_sum,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/3/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}","{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}"
free_sum,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/3/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}","{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}"
free_sum,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/3/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}","{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}"
free_sum,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/1/rows,row_group_field,lift_q__max,1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}","{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}"
free_sum,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/1/rows,row_group_field,lift_q__min,1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}","{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}"
free_sum,nearest,direct,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/1/rows,row_group_field,lift_q__sum,1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}","{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 3}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group,row_count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,pred__count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,to_C__count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,from_A__count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,from_B__count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,from_C__count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,C_delta__count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,from_slot__count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,pred__unique_count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,to_C__unique_count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,from_A__unique_count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,from_B__unique_count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,from_C__unique_count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,shared_B_summary/law_scores/2/misses_first_20,row_group_field,from_slot__unique_count,2,-6,1,"{""B0"": 2, ""B1"": 3, ""O0"": 3, ""O1"": 3}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": 0}"
relay_max,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/artifacts/json/native_rule_member_target_table_013.v1.json,native_answer_pairs,row_group_field,S_B__min,1,-2,2,"{""B0"": 0, ""B1"": 2, ""O0"": 2, ""O1"": 1}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": -1}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/from_c_lift_q_overlay_delta_formula_001.v1.json,predictions,row_group_field,to_C__min,1,-2,2,"{""B0"": 0, ""B1"": 2, ""O0"": 2, ""O1"": 1}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": -1}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,to_B__min,1,-2,2,"{""B0"": 0, ""B1"": 2, ""O0"": 2, ""O1"": 1}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": -1}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/g60_native_overlay_generator_family_search_001.v1.json,edge_records,row_group_field,to_C__min,1,-2,2,"{""B0"": 0, ""B1"": 2, ""O0"": 2, ""O1"": 1}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": -1}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_g30_shadow_sheet_audit_011.v1.json,rows,row_group_field,to_B__min,1,-2,2,"{""B0"": 0, ""B1"": 2, ""O0"": 2, ""O1"": 1}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": -1}"
relay_max,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_g30_shadow_sheet_audit_011.v1.json,rows,row_group_field,to_C__min,1,-2,2,"{""B0"": 0, ""B1"": 2, ""O0"": 2, ""O1"": 1}","{""B0"": -2, ""B1"": 0, ""O0"": 0, ""O1"": -1}"
relay_sum,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/c_transition_role_channel_grammar_audit_004.v1.json,role_pair_rows/2/transitions,row_group_field,lift_q__max,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/c_transition_role_channel_grammar_audit_004.v1.json,role_pair_rows/2/transitions,row_group_field,lift_q__min,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/c_transition_role_channel_grammar_audit_004.v1.json,role_pair_rows/2/transitions,row_group_field,lift_q__sum,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/2/rows,row_group_field,lift_q__max,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/2/rows,row_group_field,lift_q__min,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/2/rows,row_group_field,lift_q__sum,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/5/rows,row_group_field,lift_q__max,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/5/rows,row_group_field,lift_q__min,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/18-g900-kernel-admission/artifacts/json/wxyzti_reverse_partner_vs_sharedB_audit_016.v1.json,station_summaries/5/rows,row_group_field,lift_q__sum,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,role_pair_summaries/2/rows,row_group_field,lift_q__max,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,role_pair_summaries/2/rows,row_group_field,lift_q__min,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/2/rows,row_group_field,lift_q__max,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/2/rows,row_group_field,lift_q__min,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/2/rows,row_group_field,lift_q__sum,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/5/rows,row_group_field,lift_q__max,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/5/rows,row_group_field,lift_q__min,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_role_class_invariant_audit_018.v1.json,station_summaries/5/rows,row_group_field,lift_q__sum,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/2/rows,row_group_field,lift_q__max,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/2/rows,row_group_field,lift_q__min,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
relay_sum,nearest,affine,source/upstream_station_provenance/21-gap-a-answer-pair-generator/source/project18_artifacts/json/wxyzti_sharedB_residual_law_search_017.v1.json,role_results/2/rows,row_group_field,lift_q__sum,-1,0,2,"{""B0"": 0, ""B1"": 0, ""O0"": 3, ""O1"": 0}","{""B0"": 0, ""B1"": 0, ""O0"": -3, ""O1"": 0}"
